car_id,company,model,year,kms_driven,fuel_type,transmission,owner,car_condition,insurance_status,previous_accidents,num_doors,engine_size,power,Price,city,emission_norm,insurance_eligible,maintenance_level,predicted_price,listing_type,is_certified
225,Renault,Renault Duster 85,2009,100648,Petrol,Manual,1st,Excellent,No,0,4,1357,103,30000,Hyderabad,BS-III,No,Medium,28289.81,Individual,Yes
272,Honda,Honda WR V,2019,38613,Diesel,Manual,2nd,Fair,Yes,1,4,1392,61,304245,Bangalore,BS-IV,No,Medium,605973.0798545317,Individual,No
104,Toyota,Toyota Etios GD,2006,74366,Petrol,Automatic,2nd,Fair,Yes,0,4,981,45,650355,Delhi,BS-III,No,Low,314863.4741760321,Individual,No
429,Volkswagen,Volkswagen Polo Comfortline,2015,110938,Diesel,Automatic,4th+,Good,Yes,2,4,800,45,953198,Bangalore,BS-II,Yes,Medium,702575.0025724062,Dealer,Yes
290,Maruti,Maruti Suzuki Alto,2011,12920,Diesel,Automatic,1st,Excellent,Yes,2,4,1425,137,377134,Bangalore,BS-IV,No,Medium,303936.9079322949,Individual,No
579,Mahindra,Mahindra Scorpio SLX,2019,54975,Petrol,Manual,1st,Good,No,0,4,800,70,908730,Delhi,BS-IV,No,Low,602978.1178903173,Individual,No
174,Maruti,Maruti Suzuki Dzire,2012,29518,Diesel,Automatic,4th+,Excellent,Yes,1,4,1661,185,1152495,Hyderabad,BS-IV,No,Medium,609247.4798906968,Dealer,Yes
502,Volkswagen,Volkswagen Polo,2016,84063,Petrol,Automatic,2nd,Fair,No,0,4,2777,84,498665,Mumbai,BS-II,No,Low,644744.1273447985,Individual,No
201,Maruti,Maruti Suzuki Dzire,2011,35955,Petrol,Manual,2nd,Fair,Yes,1,4,2054,199,245796,Hyderabad,BS-III,No,Low,125086.85666108225,Individual,No
497,Hyundai,Hyundai Eon,2011,76980,Diesel,Manual,4th+,Excellent,Yes,0,4,1833,108,884496,Delhi,BS-II,Yes,Medium,328962.07710709877,Dealer,Yes
379,Tata,Tata Tiago Revotron,2016,28343,Diesel,Automatic,4th+,Fair,Yes,1,4,1050,91,159173,Delhi,BS-III,No,Medium,628204.3399773618,Individual,No
253,Tata,Tata Nano Lx,2016,26026,Diesel,Manual,3rd,Poor,No,0,4,1950,86,628384,Chennai,BS-II,No,High,1086566.3309124273,Dealer,No
752,Tata,Tata Sumo Gold,2008,36380,Petrol,Automatic,1st,Fair,No,0,4,2572,152,169964,Pune,BS-III,No,High,33688.259613192175,Individual,No
602,Hyundai,Hyundai i10 Magna,2014,33115,Diesel,Manual,2nd,Fair,Yes,0,4,915,123,75051,Pune,BS-III,Yes,Medium,504709.3060568534,Dealer,Yes
397,Chevrolet,Chevrolet Spark 1.0,2015,28746,Diesel,Manual,3rd,Fair,No,1,4,1806,112,544420,Pune,BS-II,No,Medium,28289.81,Dealer,Yes
302,Mahindra,Mahindra Logan Diesel,2013,35981,Diesel,Manual,3rd,Poor,Yes,2,4,946,80,1021234,Pune,BS-IV,Yes,High,549765.6510012329,Dealer,Yes
725,Toyota,Toyota Etios Liva,2012,0,Diesel,Automatic,2nd,Fair,No,0,4,800,109,557710,Kolkata,BS-III,No,Low,93504.25511887344,Dealer,Yes
30,Renault,Renault Duster RxL,2014,95891,Diesel,Automatic,3rd,Poor,No,0,4,1179,212,428122,Bangalore,BS-III,No,Medium,28289.81,Dealer,Yes
258,Toyota,Toyota Fortuner 3.0,2016,8136,Petrol,Manual,3rd,Excellent,No,0,4,1675,129,326999,Delhi,BS-II,No,Medium,28289.81,Dealer,Yes
324,Volkswagen,Volkswagen Polo,2018,56586,Diesel,Manual,2nd,Poor,No,2,4,1528,215,218211,Kolkata,BS-III,No,High,485210.12119927653,Dealer,Yes
459,Toyota,Toyota Etios G,2019,57632,Diesel,Manual,3rd,Poor,No,1,4,905,48,1101991,Hyderabad,BS-III,No,Medium,57437.948142053036,Individual,No
234,Mahindra,Mahindra Jeep MM,2008,51195,Petrol,Manual,3rd,Excellent,Yes,0,4,1363,175,200541,Mumbai,BS-IV,Yes,Medium,28289.81,Dealer,Yes
524,Honda,Honda Amaze 1.2,2014,16123,Diesel,Manual,4th+,Excellent,Yes,3,4,1451,98,30000,Chennai,BS-III,No,High,856079.0039870589,Individual,Yes
141,Toyota,Toyota Etios Liva,2019,66602,Diesel,Automatic,3rd,Good,No,1,4,1688,130,30000,Hyderabad,BS-II,No,Low,451929.7900063618,Dealer,No
543,Ford,Ford EcoSport Ambiente,2015,36993,Petrol,Manual,1st,Fair,No,1,4,1818,137,1255570,Pune,BS-III,No,Medium,504346.4378398402,Dealer,Yes
567,Mahindra,Mahindra KUV100 K8,2018,59601,Petrol,Manual,3rd,Fair,Yes,1,5,1942,98,249608,Mumbai,BS-II,No,High,706396.7178239349,Dealer,Yes
816,Renault,Renault Scala RxL,2014,86428,Petrol,Manual,2nd,Poor,No,0,4,1102,128,1279320,Chennai,BS-III,No,High,474844.1424685255,Dealer,Yes
295,Maruti,Maruti Suzuki Swift,2007,59226,Diesel,Automatic,2nd,Excellent,No,0,4,952,133,677748,Bangalore,BS-IV,Yes,High,221933.65679517385,Individual,No
299,Hyundai,Hyundai i20 Asta,2014,48717,Diesel,Automatic,1st,Fair,No,1,4,865,175,328735,Chennai,BS-IV,No,Low,1027945.9982283777,Dealer,Yes
368,Hyundai,Hyundai Grand i10,2015,0,Diesel,Automatic,4th+,Excellent,No,2,4,940,77,249059,Mumbai,BS-II,No,Low,1220796.7290228815,Dealer,Yes
446,Tata,Tata Indigo eCS,2005,46139,Petrol,Automatic,4th+,Good,Yes,2,4,2114,127,1328468,Pune,BS-IV,No,Medium,883907.1910259202,Individual,Yes
633,Tata,Tata Zest XE,2014,55569,Petrol,Automatic,2nd,Good,No,0,4,1060,92,544908,Hyderabad,BS-II,No,High,404134.96875035,Individual,No
169,Maruti,Maruti Suzuki Dzire,2010,71781,Diesel,Manual,3rd,Excellent,Yes,0,4,837,81,241892,Kolkata,BS-III,Yes,Medium,470325.77214474743,Dealer,Yes
622,Hyundai,Hyundai Grand i10,2009,9029,Diesel,Manual,1st,Fair,Yes,2,4,2382,71,30000,Mumbai,BS-III,Yes,Medium,663547.9993150439,Dealer,Yes
731,Renault,Renault Duster 85,2012,18814,Petrol,Automatic,4th+,Poor,Yes,1,4,1323,69,30000,Kolkata,BS-III,No,Medium,149471.92936964412,Individual,No
403,Mahindra,Mahindra XUV500 W10,2012,48363,Petrol,Automatic,4th+,Poor,No,0,4,1872,146,776405,Mumbai,BS-II,No,Medium,28289.81,Individual,Yes
501,Hyundai,Hyundai i10 Era,2006,35617,Diesel,Automatic,1st,Poor,Yes,2,4,1049,141,717680,Delhi,BS-III,No,Medium,280201.47229046095,Dealer,Yes
675,Ford,Ford EcoSport Titanium,2019,83608,Petrol,Manual,3rd,Fair,No,1,4,2197,87,450656,Kolkata,BS-III,No,Low,1788844.4895398738,Dealer,Yes
559,Mahindra,Mahindra Thar CRDe,2010,78352,LPG,Automatic,1st,Fair,Yes,0,4,1648,72,476127,Pune,BS-II,No,Medium,650343.0884614222,Dealer,Yes
389,Tata,Tata Zest XE,2014,25812,Petrol,Manual,1st,Fair,No,0,4,2926,106,650653,Chennai,BS-II,Yes,Low,28289.81,Individual,No
816,Honda,Honda Jazz S,2014,36546,Diesel,Manual,2nd,Excellent,Yes,1,4,1499,176,803654,Chennai,BS-IV,Yes,Low,139208.62845067092,Dealer,Yes
506,Toyota,Toyota Etios GD,2014,63735,Petrol,Automatic,4th+,Poor,Yes,2,4,960,65,449421,Kolkata,BS-III,No,High,903834.3167526759,Individual,No
376,Honda,Honda Amaze 1.5,2014,55535,Petrol,Automatic,4th+,Fair,Yes,2,4,1429,187,338110,Mumbai,BS-II,Yes,Low,594791.749413369,Individual,Yes
238,Mahindra,Mahindra XUV500 W8,2017,111695,Petrol,Manual,4th+,Excellent,Yes,0,4,910,155,598967,Mumbai,BS-IV,No,Low,577570.5978450845,Individual,No
816,Maruti,Maruti Suzuki Alto,2013,31921,Diesel,Manual,4th+,Poor,Yes,2,4,1289,57,192665,Mumbai,BS-II,No,Low,486569.3784793755,Dealer,Yes
732,Maruti,Maruti Suzuki Swift,2008,68815,Petrol,Manual,4th+,Good,No,1,4,1338,97,690356,Kolkata,BS-III,No,Medium,233968.03678131243,Dealer,Yes
236,Maruti,Maruti Suzuki Swift,2006,199,Diesel,Automatic,2nd,Excellent,Yes,2,4,967,132,30000,Kolkata,BS-III,No,Low,28289.81,Dealer,Yes
236,Chevrolet,Chevrolet Cruze LTZ,2009,78535,Petrol,Automatic,2nd,Fair,Yes,1,4,1728,112,974298,Delhi,BS-II,No,Medium,28289.81,Dealer,Yes
527,Mahindra,Mahindra Scorpio S4,2014,83470,Petrol,Automatic,2nd,Good,No,1,4,2154,196,30000,Delhi,BS-III,No,High,944674.1754210768,Individual,Yes
573,Mahindra,Mahindra Scorpio S10,2014,30740,Petrol,Manual,3rd,Fair,Yes,2,4,800,128,30000,Bangalore,BS-III,Yes,Medium,313279.3817981159,Individual,Yes
757,Hyundai,Hyundai Accent GLX,2015,49823,Diesel,Manual,3rd,Excellent,No,1,4,2893,95,113305,Kolkata,BS-IV,No,Low,232864.80913235457,Individual,Yes
549,Renault,Renault Lodgy 85,2017,48090,Petrol,Manual,4th+,Good,No,1,4,1922,208,209916,Delhi,BS-IV,Yes,Medium,824005.7008721512,Dealer,Yes
135,Hyundai,Hyundai i10 Magna,2016,92366,Diesel,Manual,3rd,Good,Yes,0,4,1546,143,381197,Delhi,BS-IV,No,Medium,28289.81,Individual,Yes
216,Hyundai,Hyundai i20,2007,52931,Diesel,Automatic,4th+,Excellent,No,0,4,1985,134,30000,Chennai,BS-IV,No,High,719561.4864382384,Individual,Yes
543,Mahindra,Mahindra XUV500 W8,2012,80465,Petrol,Manual,2nd,Fair,Yes,1,4,1500,138,435237,Delhi,BS-III,No,Low,516962.4562571161,Individual,No
744,Toyota,Toyota Etios GD,2010,0,Petrol,Automatic,4th+,Poor,Yes,1,4,1975,82,94577,Bangalore,BS-III,No,High,512606.7703068502,Individual,No
757,Mahindra,Mahindra KUV100,2013,24656,Petrol,Automatic,3rd,Excellent,No,0,4,1037,144,30000,Chennai,BS-III,No,High,629112.273913156,Dealer,Yes
447,Tata,Tata Indica V2,2013,28708,Petrol,Automatic,3rd,Good,Yes,1,4,2120,92,897182,Mumbai,BS-IV,Yes,Medium,169809.63845377322,Dealer,Yes
393,Mahindra,Mahindra Thar CRDe,2007,46412,Petrol,Automatic,2nd,Excellent,Yes,1,4,881,132,1217882,Pune,BS-III,No,Medium,28289.81,Dealer,Yes
414,Tata,Tata Zest Quadrajet,2014,100140,Petrol,Manual,4th+,Excellent,No,0,4,1354,134,225065,Mumbai,BS-III,No,Medium,880996.4872621763,Dealer,Yes
510,Hyundai,Hyundai Santro Xing,2017,35411,Diesel,Manual,4th+,Poor,Yes,1,4,1127,78,249195,Mumbai,BS-IV,No,Low,98466.91480626212,Dealer,Yes
323,Mini,Mini Cooper S,2015,97140,Diesel,Automatic,2nd,Poor,No,1,4,1617,52,145225,Mumbai,BS-III,No,High,191787.11429531543,Individual,No
444,Renault,Renault Duster 85PS,2017,105612,Petrol,Automatic,1st,Excellent,Yes,1,4,1550,45,686766,Hyderabad,BS-II,No,Medium,28289.81,Individual,No
527,Mitsubishi,Mitsubishi Pajero Sport,2010,65566,Petrol,Automatic,4th+,Fair,Yes,2,4,800,92,73215,Mumbai,BS-III,No,Low,363024.6810678132,Dealer,Yes
717,Hyundai,Hyundai Santro Xing,2018,53586,Diesel,Manual,3rd,Good,Yes,2,4,1761,148,30000,Mumbai,BS-IV,Yes,Low,28289.81,Individual,Yes
348,Maruti,Maruti Suzuki Dzire,2016,0,Diesel,Automatic,1st,Fair,No,1,4,1319,89,1005755,Pune,BS-IV,Yes,Low,28289.81,Dealer,Yes
180,Honda,Honda Amaze 1.5,2017,122855,Petrol,Manual,1st,Fair,No,3,4,1703,176,188540,Kolkata,BS-III,Yes,Medium,204268.22191738375,Individual,Yes
800,Tata,Tata Sumo Grande,2012,79897,Petrol,Manual,1st,Good,No,3,4,1931,53,39151,Hyderabad,BS-III,No,High,28289.81,Dealer,Yes
328,Mini,Mini Cooper S,2012,75483,Diesel,Manual,3rd,Excellent,No,0,4,1999,127,613312,Hyderabad,BS-III,Yes,Medium,466816.66425851715,Dealer,Yes
808,Maruti,Maruti Suzuki Wagon,2018,24897,Diesel,Manual,4th+,Excellent,No,0,4,800,166,696238,Hyderabad,BS-IV,No,Medium,28289.81,Individual,Yes
418,Hyundai,Hyundai i20 Sportz,2015,109122,Petrol,Manual,4th+,Excellent,No,3,4,2271,187,1292284,Mumbai,BS-III,Yes,Low,28289.81,Individual,Yes
816,BMW,BMW 5 Series,2009,26504,Diesel,Automatic,2nd,Excellent,Yes,1,4,2457,75,707734,Pune,BS-IV,No,Low,950578.5898403723,Individual,No
652,Ford,Ford EcoSport Trend,2016,59684,Diesel,Manual,3rd,Poor,Yes,1,4,1179,165,934061,Bangalore,BS-III,No,Low,111039.40730312065,Dealer,Yes
452,Honda,Honda City,2011,77509,Diesel,Manual,1st,Good,No,0,4,800,50,154661,Kolkata,BS-IV,Yes,Medium,692888.9829408505,Individual,Yes
338,Honda,Honda City 1.5,2010,97466,Diesel,Manual,4th+,Excellent,Yes,2,4,2018,122,559473,Delhi,BS-IV,Yes,Medium,658238.5163005982,Dealer,No
261,Hyundai,Hyundai Grand i10,2011,0,Diesel,Automatic,1st,Good,No,1,4,1987,76,829388,Delhi,BS-IV,Yes,Low,28289.81,Dealer,Yes
793,Maruti,Maruti Suzuki Wagon,2010,0,Diesel,Automatic,2nd,Excellent,No,1,4,2560,138,30000,Hyderabad,BS-IV,No,High,277499.59903595026,Individual,Yes
386,Toyota,Toyota Fortuner 3.0,2013,85490,Petrol,Automatic,4th+,Fair,Yes,0,4,859,45,1075947,Bangalore,BS-II,No,Low,210829.99196657198,Dealer,Yes
495,Chevrolet,Chevrolet Beat LS,2012,46484,Petrol,Manual,2nd,Fair,No,0,4,2032,106,30000,Chennai,BS-II,No,Medium,669294.0408017584,Dealer,Yes
613,Mini,Mini Cooper S,2014,19641,Diesel,Manual,3rd,Excellent,Yes,1,4,1344,166,30000,Delhi,BS-IV,Yes,Low,28289.81,Individual,Yes
79,Maruti,Maruti Suzuki Eeco,2011,77607,Diesel,Manual,2nd,Poor,Yes,0,4,2035,102,174954,Mumbai,BS-III,No,High,317901.9770276396,Dealer,Yes
260,Tata,Tata Indigo LS,2011,17532,Petrol,Manual,3rd,Fair,No,0,4,819,94,322746,Delhi,BS-III,No,Low,546871.9559030648,Individual,No
740,Hyundai,Hyundai i20 Asta,2005,87464,Diesel,Automatic,2nd,Good,No,1,4,1994,150,707531,Kolkata,BS-II,Yes,Low,1092718.0737857916,Individual,Yes
483,Maruti,Maruti Suzuki Alto,2011,80746,Diesel,Automatic,1st,Good,No,0,5,921,181,325300,Chennai,BS-II,No,Medium,145367.90814437275,Individual,No
143,Mercedes,Mercedes Benz C,2014,106439,Petrol,Manual,4th+,Fair,No,0,4,1686,94,256121,Bangalore,BS-IV,No,Low,596517.9255516062,Individual,No
299,Toyota,Toyota Corolla,2018,88442,Diesel,Automatic,3rd,Fair,Yes,2,4,2610,107,30000,Chennai,BS-IV,No,High,695629.654371642,Individual,No
201,Maruti,Maruti Suzuki Stingray,2012,97353,Diesel,Manual,4th+,Fair,Yes,1,4,858,70,67577,Delhi,BS-III,No,Low,28289.81,Dealer,Yes
559,Toyota,Toyota Innova 2.5,2014,11219,Petrol,Automatic,1st,Fair,No,2,5,1027,132,372238,Bangalore,BS-III,No,Low,28289.81,Dealer,Yes
490,Honda,Honda City 1.5,2011,55173,Diesel,Automatic,1st,Excellent,Yes,3,4,1725,170,432017,Delhi,BS-IV,Yes,Medium,101285.8932145582,Dealer,Yes
435,Maruti,Maruti Suzuki Alto,2015,20566,Diesel,Manual,1st,Excellent,Yes,0,4,1341,106,234564,Chennai,BS-III,No,High,28289.81,Individual,Yes
506,Honda,Honda Brio VX,2009,50757,Diesel,Manual,2nd,Good,Yes,0,4,1119,173,121029,Bangalore,BS-III,No,Medium,1005797.4228067098,Individual,No
528,Maruti,Maruti Suzuki Ertiga,2008,91304,Diesel,Manual,2nd,Excellent,No,1,4,2477,84,30000,Chennai,BS-II,No,High,588646.9048607064,Dealer,Yes
440,Maruti,Maruti Suzuki Zen,2007,73959,Diesel,Manual,3rd,Fair,Yes,0,4,1867,133,30000,Mumbai,BS-III,Yes,Medium,517610.0550874095,Dealer,Yes
81,Honda,Honda WR V,2014,32578,Diesel,Manual,2nd,Poor,Yes,1,4,1825,153,1235603,Pune,BS-IV,No,Low,807630.6467729241,Individual,No
547,Chevrolet,Chevrolet Spark LT,2013,41192,Diesel,Manual,2nd,Fair,No,1,4,1799,124,273323,Hyderabad,BS-IV,No,Low,131330.9165660864,Individual,No
485,Mahindra,Mahindra Scorpio S4,2015,43684,Petrol,Automatic,2nd,Excellent,No,0,4,1692,239,569435,Kolkata,BS-II,Yes,Medium,737064.9129034918,Dealer,Yes
566,Maruti,Maruti Suzuki Alto,2015,0,Diesel,Manual,1st,Poor,Yes,1,4,1547,188,212014,Chennai,BS-II,No,Low,733503.1753845606,Individual,Yes
816,Volkswagen,Volkswagen Polo,2014,31347,Petrol,Automatic,1st,Good,No,1,4,2139,195,1354872,Mumbai,BS-II,Yes,Medium,172226.7200038579,Individual,No
146,Hyundai,Hyundai Santro Xing,2006,21925,Diesel,Manual,1st,Excellent,No,0,4,1071,134,194808,Kolkata,BS-IV,No,Low,359673.3245945471,Dealer,Yes
479,Skoda,Skoda Fabia 1.2L,2016,121626,Petrol,Manual,2nd,Poor,No,2,4,2357,139,1237606,Hyderabad,BS-III,No,High,222754.66400663008,Individual,No
684,Mahindra,Mahindra Scorpio 2.6,2017,5728,Petrol,Manual,2nd,Poor,No,1,4,1456,45,30000,Kolkata,BS-IV,No,Medium,70575.57390784245,Individual,No
605,Maruti,Maruti Suzuki Swift,2011,88056,Petrol,Automatic,2nd,Excellent,Yes,1,4,800,147,673984,Kolkata,BS-II,No,Medium,28289.81,Individual,No
419,Mahindra,Mahindra XUV500 W6,2008,58973,Petrol,Automatic,4th+,Excellent,No,0,4,2016,112,88965,Chennai,BS-III,No,Medium,972155.8352213129,Individual,Yes
764,Hyundai,Hyundai Elite i20,2017,57499,Diesel,Automatic,3rd,Poor,No,1,4,1450,93,718968,Kolkata,BS-II,No,Medium,252254.91933470272,Individual,No
333,Toyota,Toyota Innova 2.5,2019,59077,Petrol,Manual,3rd,Fair,Yes,1,4,1394,98,480235,Mumbai,BS-III,Yes,High,1051448.6407985517,Individual,Yes
88,Maruti,Maruti Suzuki Ritz,2014,85811,Petrol,Automatic,2nd,Poor,No,1,4,2996,100,30000,Kolkata,BS-II,No,Low,364986.6950801317,Dealer,Yes
457,Maruti,Maruti Suzuki Ertiga,2007,74778,Diesel,Manual,4th+,Poor,No,0,4,1952,69,839023,Delhi,BS-III,No,Medium,1047852.2554596483,Individual,No
343,Tata,Tata Indigo LX,2012,34663,Petrol,Automatic,4th+,Poor,No,1,4,1765,92,30000,Delhi,BS-II,No,Medium,323138.33287324564,Individual,No
525,Hyundai,Hyundai Santro Xing,2015,29561,Diesel,Automatic,3rd,Poor,Yes,1,4,1753,269,445644,Delhi,BS-IV,No,Low,278022.5412317064,Individual,No
104,Nissan,Nissan Micra XV,2006,23058,Diesel,Manual,4th+,Fair,No,0,5,2025,166,693164,Bangalore,BS-III,No,High,1333031.013681357,Dealer,Yes
749,Hyundai,Hyundai Santro Xing,2012,38854,Diesel,Manual,2nd,Fair,Yes,1,4,2059,136,356136,Kolkata,BS-IV,Yes,Medium,198364.626643197,Dealer,Yes
633,Hyundai,Hyundai Verna,2011,52368,Petrol,Manual,4th+,Good,Yes,0,4,800,114,30000,Bangalore,BS-III,No,Medium,28289.81,Individual,No
224,Maruti,Maruti Suzuki Ertiga,2011,63360,Petrol,Automatic,2nd,Fair,No,0,4,1159,163,774154,Kolkata,BS-IV,Yes,Medium,807139.3496489202,Individual,Yes
766,Maruti,Maruti Suzuki Alto,2017,44447,Diesel,Automatic,1st,Good,No,1,4,2408,121,30000,Pune,BS-III,No,Low,28289.81,Dealer,Yes
221,Audi,Audi A4 1.8,2014,0,Diesel,Manual,2nd,Fair,Yes,2,4,810,150,961834,Hyderabad,BS-IV,No,Low,944653.9550504119,Dealer,Yes
231,Hyundai,Hyundai i20,2012,39947,Diesel,Automatic,2nd,Fair,Yes,0,4,1087,187,244642,Chennai,BS-IV,Yes,Low,693483.1758618262,Dealer,Yes
268,Hyundai,Hyundai i20 Sportz,2010,29763,Diesel,Manual,4th+,Poor,No,1,4,1463,99,533733,Pune,BS-III,No,Low,730675.0535338416,Individual,No
441,Chevrolet,Chevrolet Beat Diesel,2008,44949,Petrol,Manual,1st,Fair,No,0,4,1437,142,722162,Pune,BS-III,No,Medium,129290.87051971396,Dealer,Yes
60,Renault,Renault Duster 85,2010,38783,Petrol,Automatic,3rd,Poor,Yes,1,4,1212,89,30000,Pune,BS-III,No,Medium,28289.81,Individual,Yes
758,Hyundai,Hyundai Elite i20,2019,53448,Diesel,Manual,3rd,Good,No,0,4,800,140,683335,Bangalore,BS-III,No,Low,412219.43230902334,Individual,No
816,Maruti,Maruti Suzuki Alto,2014,89054,Diesel,Automatic,4th+,Poor,No,1,4,800,74,1335247,Hyderabad,BS-III,No,Medium,349735.20969259395,Individual,No
353,Tata,Tata Indigo eCS,2014,56895,Petrol,Automatic,1st,Poor,Yes,1,4,978,81,187131,Mumbai,BS-II,No,Low,490567.0362498453,Individual,Yes
784,Hyundai,Hyundai Grand i10,2015,27927,Diesel,Automatic,3rd,Poor,No,2,4,1401,85,873318,Delhi,BS-III,No,Low,1265909.7111268362,Dealer,Yes
163,Skoda,Skoda Fabia Classic,2018,5670,Diesel,Automatic,1st,Fair,No,0,4,1893,93,343758,Mumbai,BS-III,Yes,Low,637118.0003589244,Dealer,Yes
63,Maruti,Maruti Suzuki Baleno,2019,34315,Diesel,Manual,4th+,Excellent,Yes,0,4,1251,108,418397,Kolkata,BS-III,No,Medium,313374.6438214759,Individual,No
553,Chevrolet,Chevrolet Enjoy 1.4,2016,37632,Petrol,Manual,1st,Excellent,No,3,4,2006,113,133410,Chennai,BS-IV,Yes,Medium,598257.796558632,Dealer,Yes
375,Mahindra,Mahindra Scorpio S10,2012,9627,Petrol,Automatic,4th+,Fair,Yes,0,4,2277,72,549483,Delhi,BS-III,Yes,Low,1001374.6733280062,Individual,Yes
290,Ford,Ford EcoSport,2018,71475,Diesel,Manual,2nd,Good,Yes,1,4,1529,74,309495,Pune,BS-II,Yes,Medium,28289.81,Dealer,Yes
