car_id,company,model,year,kms_driven,fuel_type,transmission,owner,car_condition,insurance_status,previous_accidents,num_doors,engine_size,power,price,city,emission_norm,insurance_eligible,maintenance_level,predicted_price,listing_type,is_certified
68,Mahindra,Thar,2018,171683,Petrol,Automatic,4th,Poor,No,0,5,2317,171,146639.0,Chennai,BS4,False,Low,146639.0,Private,True
69,Honda,WR-V,2025,94024,Petrol,Automatic,3rd,Excellent,Yes,0,4,1175,399,482244.0,Delhi,BS6,True,High,482244.0,Dealer,True
70,Hyundai,i20,2023,53793,Petrol,Manual,2nd,Fair,Yes,0,2,3241,61,329440.0,Bangalore,BS3,True,Low,329440.0,Private,True
71,Maruti,Swift,2005,93911,Diesel,Automatic,1st,Excellent,No,0,5,2524,329,123017.0,Mumbai,BS6,False,Low,123017.0,Private,False
72,Toyota,Yaris,2008,118490,Hybrid,Manual,1st,Fair,Yes,3,5,2935,214,89756.0,Chennai,BS6,True,Low,89756.0,Dealer,False
73,Tata,Harrier,2008,128521,Electric,Manual,1st,Good,Yes,0,2,1926,379,107453.0,Hyderabad,BS6,True,High,107453.0,Private,False
74,Toyota,Innova,2019,132527,Hybrid,Automatic,1st,Fair,Yes,0,5,3466,342,273912.0,Delhi,BS4,True,Medium,273912.0,Dealer,False
75,Tata,Tiago,2018,191263,Petrol,Automatic,4th,Good,Yes,0,2,3613,302,213840.0,Mumbai,BS3,True,Low,213840.0,Dealer,False
76,Mahindra,XUV500,2009,145849,Petrol,Automatic,1st,Good,Yes,3,4,3753,86,74216.0,Bangalore,BS6,True,Medium,74216.0,Private,True
77,Hyundai,i20,2020,58784,Petrol,Automatic,3rd,Excellent,Yes,0,2,2557,347,349563.0,Hyderabad,BS6,True,High,349563.0,Dealer,False
78,Honda,WR-V,2014,241575,CNG,Automatic,1st,Excellent,Yes,0,5,2441,95,116436.0,Delhi,BS6,True,High,116436.0,Dealer,True
79,Hyundai,Creta,2018,118920,CNG,Manual,3rd,Good,Yes,0,5,3242,103,240666.0,Mumbai,BS3,True,Low,240666.0,Dealer,True
80,Mahindra,XUV500,2020,159141,Electric,Automatic,3rd,Excellent,Yes,1,4,2560,116,384981.0,Bangalore,BS6,True,High,384981.0,Private,False
81,Tata,Harrier,2006,2015,Diesel,Automatic,2nd,Fair,Yes,2,4,2143,121,126387.0,Mumbai,BS4,True,High,126387.0,Private,True
82,Toyota,Yaris,2012,131140,Hybrid,Automatic,1st,Good,Yes,1,4,876,295,147168.0,Mumbai,BS4,True,High,147168.0,Private,False
83,Tata,Tiago,2008,106176,Petrol,Automatic,2nd,Fair,Yes,1,5,2282,105,73214.0,Chennai,BS3,True,Low,73214.0,Private,False
84,Tata,Tiago,2015,58083,CNG,Manual,1st,Good,Yes,0,5,1594,238,193503.0,Bangalore,BS6,True,High,193503.0,Dealer,True
85,Honda,City,2010,157915,Diesel,Manual,2nd,Poor,No,1,4,3890,348,20000.0,Hyderabad,BS4,False,High,20000.0,Private,False
86,Maruti,Baleno,2019,165513,CNG,Automatic,1st,Good,Yes,0,4,2651,79,268525.0,Mumbai,BS4,True,Medium,268525.0,Dealer,True
87,Toyota,Innova,2019,152129,Hybrid,Manual,4th,Poor,No,1,2,2116,369,186111.0,Chennai,BS6,False,Low,186111.0,Dealer,False
88,Honda,WR-V,2007,132264,Diesel,Manual,2nd,Fair,Yes,5,5,2941,372,50395.0,Delhi,BS4,True,Medium,50395.0,Private,False
89,Honda,WR-V,2024,13727,CNG,Manual,3rd,Excellent,Yes,1,4,1832,396,492880.0,Hyderabad,BS3,True,Medium,492880.0,Dealer,True
90,Honda,WR-V,2017,33803,Hybrid,Manual,3rd,Good,Yes,1,4,1323,329,306909.0,Mumbai,BS6,True,High,306909.0,Private,False
91,Honda,City,2011,89583,Electric,Manual,2nd,Poor,No,0,4,1214,319,77826.0,Hyderabad,BS6,False,High,77826.0,Dealer,False
92,Toyota,Fortuner,2024,98754,Diesel,Manual,2nd,Fair,Yes,2,2,3753,284,354036.0,Mumbai,BS4,True,Medium,354036.0,Dealer,False
93,Mahindra,XUV500,2012,139987,Diesel,Automatic,4th,Poor,No,0,5,3136,285,53229.0,Chennai,BS4,False,Medium,53229.0,Private,True
94,Toyota,Fortuner,2013,13678,Electric,Automatic,1st,Fair,Yes,1,2,1967,102,182663.0,Delhi,BS4,True,Medium,182663.0,Dealer,False
95,Hyundai,Creta,2016,243917,Petrol,Automatic,1st,Good,Yes,0,4,1134,251,140140.0,Delhi,BS3,True,Medium,140140.0,Dealer,False
96,Hyundai,i20,2014,240489,Electric,Manual,4th,Good,Yes,0,2,877,191,124472.0,Delhi,BS3,True,High,124472.0,Private,True
97,Hyundai,Creta,2008,12517,Diesel,Automatic,4th,Excellent,Yes,2,4,3244,334,155665.0,Mumbai,BS6,True,High,155665.0,Dealer,True
98,Maruti,Dzire,2016,63062,Hybrid,Automatic,2nd,Good,Yes,0,4,1077,329,295196.0,Hyderabad,BS6,True,High,295196.0,Dealer,False
99,Maruti,Dzire,2017,97858,CNG,Manual,3rd,Fair,Yes,0,5,3491,381,191588.0,Mumbai,BS6,True,High,191588.0,Private,True
100,Toyota,Innova,2025,45898,Electric,Automatic,2nd,Fair,Yes,0,4,951,210,492376.0,Delhi,BS3,True,Low,492376.0,Dealer,False
101,Toyota,Innova,2022,124098,CNG,Manual,2nd,Excellent,Yes,3,2,3485,229,386352.0,Bangalore,BS3,True,Medium,386352.0,Private,False
102,Tata,Tiago,2010,130076,Electric,Automatic,3rd,Fair,Yes,1,2,2563,368,76916.0,Delhi,BS6,True,Medium,76916.0,Private,True
103,Mahindra,XUV500,2014,116894,Hybrid,Automatic,2nd,Good,Yes,0,2,3777,240,203666.0,Hyderabad,BS4,True,Medium,203666.0,Dealer,True
104,Tata,Tiago,2021,210002,Diesel,Manual,2nd,Fair,Yes,1,4,942,124,227063.0,Mumbai,BS3,True,High,227063.0,Private,False
105,Toyota,Fortuner,2024,40222,Electric,Automatic,3rd,Good,Yes,0,2,2968,247,543345.0,Chennai,BS4,True,High,543345.0,Private,True
106,Maruti,Dzire,2010,130821,Hybrid,Automatic,1st,Excellent,Yes,0,4,1678,373,122168.0,Bangalore,BS6,True,Medium,122168.0,Dealer,True
107,Maruti,Baleno,2010,235583,Electric,Manual,3rd,Good,Yes,1,5,3020,208,49215.0,Bangalore,BS3,True,High,49215.0,Dealer,False
108,Maruti,Swift,2009,62058,Electric,Manual,3rd,Good,Yes,0,5,1331,373,139508.0,Mumbai,BS3,True,Medium,139508.0,Private,False
109,Tata,Harrier,2007,32853,CNG,Manual,4th,Good,Yes,1,2,3995,342,124442.0,Hyderabad,BS3,True,Low,124442.0,Private,True
110,Toyota,Fortuner,2014,43163,Diesel,Automatic,2nd,Good,Yes,4,4,1123,188,189396.0,Delhi,BS6,True,High,189396.0,Private,True
111,Toyota,Yaris,2007,131746,Diesel,Manual,2nd,Good,Yes,1,5,2182,348,78019.0,Mumbai,BS3,True,Low,78019.0,Dealer,False
112,Toyota,Innova,2024,167507,Petrol,Automatic,3rd,Good,Yes,0,2,3605,267,375795.0,Bangalore,BS4,True,Low,375795.0,Dealer,True
113,Tata,Tiago,2011,89179,Hybrid,Manual,3rd,Fair,Yes,0,4,2433,126,99900.0,Bangalore,BS6,True,High,99900.0,Dealer,False
114,Maruti,Baleno,2019,64990,Diesel,Manual,1st,Excellent,Yes,0,5,2512,187,319530.0,Delhi,BS4,True,High,319530.0,Private,True
115,Tata,Harrier,2019,130746,CNG,Automatic,1st,Excellent,Yes,0,4,1786,170,305612.0,Hyderabad,BS4,True,Low,305612.0,Dealer,False
116,Mahindra,Scorpio,2020,74907,Hybrid,Manual,1st,Good,Yes,3,5,2298,266,373962.0,Bangalore,BS3,True,Medium,373962.0,Dealer,True
117,Honda,City,2017,132187,Electric,Automatic,1st,Excellent,Yes,0,4,2188,345,305543.0,Bangalore,BS3,True,Low,305543.0,Private,True
118,Hyundai,Verna,2015,210754,Electric,Automatic,2nd,Good,Yes,1,4,3311,223,172656.0,Delhi,BS4,True,High,172656.0,Private,False
119,Toyota,Yaris,2020,185791,Hybrid,Automatic,4th,Fair,Yes,0,5,1248,273,279933.0,Hyderabad,BS4,True,High,279933.0,Dealer,False
120,Mahindra,Scorpio,2023,59649,Petrol,Automatic,2nd,Good,Yes,1,4,1405,184,395208.0,Mumbai,BS6,True,High,395208.0,Dealer,True
121,Honda,Amaze,2009,108255,Diesel,Automatic,4th,Fair,Yes,1,2,3690,130,73457.0,Hyderabad,BS3,True,High,73457.0,Private,False
122,Honda,City,2019,239107,Hybrid,Automatic,3rd,Good,Yes,3,5,3434,195,283644.0,Hyderabad,BS4,True,Low,283644.0,Dealer,False
123,Hyundai,Creta,2014,184785,Diesel,Automatic,3rd,Good,Yes,1,5,1920,207,137972.0,Mumbai,BS6,True,High,137972.0,Private,False
124,Hyundai,Creta,2006,75400,Petrol,Automatic,4th,Good,Yes,1,2,1627,335,102597.0,Bangalore,BS6,True,High,102597.0,Private,True
125,Mahindra,Scorpio,2012,63558,Petrol,Manual,2nd,Excellent,Yes,0,5,2734,111,142343.0,Delhi,BS3,True,High,142343.0,Dealer,False
126,Tata,Tiago,2025,52286,CNG,Automatic,3rd,Good,Yes,3,2,3471,353,433105.0,Delhi,BS6,True,High,433105.0,Dealer,True
127,Hyundai,i20,2017,206559,Electric,Manual,3rd,Fair,Yes,0,5,3268,114,203774.0,Bangalore,BS4,True,Medium,203774.0,Private,True
128,Tata,Tiago,2011,212025,Petrol,Automatic,2nd,Fair,Yes,1,5,1562,67,25207.0,Bangalore,BS4,True,High,25207.0,Dealer,True
129,Mahindra,XUV500,2018,135077,CNG,Manual,4th,Good,Yes,0,2,2755,225,217585.0,Delhi,BS3,True,Medium,217585.0,Private,True
130,Honda,Amaze,2014,152688,Hybrid,Manual,3rd,Good,Yes,1,2,3535,120,171280.0,Chennai,BS4,True,Low,171280.0,Private,False
131,Mahindra,XUV500,2016,161120,Diesel,Manual,2nd,Good,Yes,0,5,2330,272,173923.0,Hyderabad,BS4,True,High,173923.0,Dealer,True
132,Toyota,Fortuner,2021,117112,Hybrid,Automatic,1st,Poor,No,0,5,2870,163,284049.0,Hyderabad,BS6,False,Low,284049.0,Dealer,False
133,Tata,Nexon,2011,187935,Hybrid,Automatic,1st,Fair,Yes,0,2,2657,127,61383.0,Hyderabad,BS4,True,Medium,61383.0,Dealer,False
134,Honda,WR-V,2005,103795,CNG,Manual,2nd,Good,No,0,4,3668,92,81549.0,Hyderabad,BS3,False,Low,81549.0,Private,True
135,Hyundai,i20,2025,191178,Electric,Automatic,4th,Good,Yes,3,4,2338,101,458668.0,Hyderabad,BS3,True,High,458668.0,Private,True
136,Toyota,Innova,2021,33383,Diesel,Manual,1st,Poor,No,0,5,3030,277,241869.0,Hyderabad,BS4,False,Low,241869.0,Dealer,False
137,Honda,City,2008,8445,Electric,Manual,2nd,Excellent,Yes,0,2,2628,366,183624.0,Mumbai,BS3,True,High,183624.0,Dealer,False
138,Toyota,Fortuner,2006,36735,Hybrid,Automatic,2nd,Fair,Yes,1,4,3165,366,136022.0,Bangalore,BS3,True,Medium,136022.0,Dealer,True
139,Honda,City,2022,248648,Hybrid,Manual,4th,Good,Yes,0,4,3435,255,323004.0,Hyderabad,BS4,True,High,323004.0,Private,False
140,Tata,Nexon,2022,124130,Diesel,Manual,3rd,Fair,Yes,0,4,1036,347,269192.0,Chennai,BS4,True,High,269192.0,Dealer,False
141,Hyundai,Creta,2025,20727,Electric,Automatic,1st,Good,Yes,2,2,1899,253,579753.0,Hyderabad,BS6,True,Low,579753.0,Dealer,True
142,Toyota,Yaris,2022,56889,Electric,Manual,3rd,Good,Yes,3,2,1578,120,449610.0,Chennai,BS3,True,High,449610.0,Dealer,False
143,Toyota,Innova,2014,99788,Electric,Automatic,3rd,Excellent,Yes,1,4,2708,110,231166.0,Chennai,BS4,True,Low,231166.0,Private,False
144,Toyota,Fortuner,2009,4251,CNG,Automatic,3rd,Excellent,Yes,0,4,3133,185,159522.0,Chennai,BS6,True,High,159522.0,Private,False
145,Tata,Harrier,2025,193880,Electric,Automatic,2nd,Fair,Yes,0,2,3750,339,424149.0,Chennai,BS3,True,High,424149.0,Dealer,True
146,Maruti,Dzire,2006,200366,Petrol,Automatic,2nd,Fair,Yes,0,5,1418,64,24752.0,Delhi,BS6,True,Medium,24752.0,Private,True
147,Mahindra,Scorpio,2020,172827,Electric,Manual,1st,Good,Yes,0,2,2968,200,306562.0,Hyderabad,BS4,True,Low,306562.0,Private,True
148,Maruti,Dzire,2009,63168,Diesel,Automatic,3rd,Excellent,Yes,0,4,2463,295,130419.0,Hyderabad,BS3,True,High,130419.0,Dealer,False
149,Maruti,Dzire,2025,199120,Petrol,Manual,4th,Good,Yes,1,2,3408,64,344344.0,Delhi,BS3,True,Medium,344344.0,Private,False
150,Maruti,Dzire,2006,60231,Diesel,Automatic,3rd,Excellent,Yes,0,4,3024,348,136699.0,Mumbai,BS3,True,Medium,136699.0,Dealer,True
151,Mahindra,XUV500,2007,78453,Diesel,Manual,4th,Good,Yes,1,4,3894,131,96821.0,Mumbai,BS6,True,High,96821.0,Private,True
152,Hyundai,i20,2015,158641,Hybrid,Automatic,3rd,Excellent,Yes,0,4,2809,176,250960.0,Bangalore,BS6,True,Medium,250960.0,Private,True
153,Mahindra,XUV500,2007,202419,Hybrid,Automatic,2nd,Fair,Yes,0,2,2356,384,41137.0,Delhi,BS6,True,Medium,41137.0,Private,False
154,Maruti,Baleno,2019,94350,CNG,Manual,2nd,Excellent,Yes,0,5,3072,322,304723.0,Chennai,BS3,True,Low,304723.0,Dealer,False
155,Toyota,Yaris,2015,226418,Electric,Manual,3rd,Good,Yes,2,5,3091,184,149642.0,Hyderabad,BS6,True,Low,149642.0,Private,True
156,Honda,Amaze,2020,38255,Petrol,Manual,4th,Excellent,Yes,0,2,2279,188,346824.0,Delhi,BS6,True,High,346824.0,Private,True
157,Hyundai,Creta,2005,248728,Electric,Automatic,4th,Fair,No,0,4,2563,393,28027.0,Hyderabad,BS3,False,Medium,28027.0,Private,True
158,Hyundai,Creta,2015,76401,Electric,Manual,3rd,Good,Yes,2,4,2295,118,246853.0,Hyderabad,BS3,True,High,246853.0,Dealer,True
159,Tata,Harrier,2011,114938,CNG,Manual,4th,Good,Yes,0,4,1791,189,74157.0,Delhi,BS6,True,Medium,74157.0,Private,True
160,Toyota,Innova,2023,105068,Hybrid,Automatic,1st,Fair,Yes,0,5,3232,386,430747.0,Mumbai,BS3,True,Low,430747.0,Private,True
161,Maruti,Dzire,2025,177595,Electric,Automatic,4th,Excellent,Yes,0,2,2891,325,539493.0,Hyderabad,BS6,True,High,539493.0,Dealer,False
162,Tata,Harrier,2023,180993,Hybrid,Manual,3rd,Poor,No,0,4,2503,103,272270.0,Mumbai,BS6,False,Low,272270.0,Private,False
163,Hyundai,Verna,2020,91304,Electric,Manual,4th,Fair,Yes,0,2,2029,82,348599.0,Mumbai,BS3,True,Medium,348599.0,Dealer,True
164,Mahindra,Thar,2021,45731,Hybrid,Manual,3rd,Good,Yes,4,2,2459,382,380562.0,Delhi,BS3,True,High,380562.0,Private,False
165,Toyota,Fortuner,2019,155242,Electric,Automatic,1st,Fair,Yes,0,5,1056,355,281597.0,Mumbai,BS6,True,Low,281597.0,Private,False
166,Maruti,Baleno,2020,138337,CNG,Automatic,4th,Good,Yes,0,4,3328,148,289019.0,Bangalore,BS6,True,High,289019.0,Dealer,True
167,Hyundai,Creta,2008,47984,CNG,Manual,4th,Good,Yes,0,4,2532,155,110868.0,Chennai,BS6,True,High,110868.0,Dealer,True
168,Hyundai,i20,2015,220721,Electric,Manual,3rd,Poor,No,0,2,2372,347,84928.0,Hyderabad,BS6,False,Medium,84928.0,Private,False
169,Tata,Tiago,2010,21671,Hybrid,Manual,2nd,Excellent,Yes,0,5,1982,146,170473.0,Chennai,BS6,True,High,170473.0,Private,True
170,Honda,WR-V,2016,142093,Petrol,Automatic,2nd,Poor,No,0,5,3877,186,129274.0,Bangalore,BS3,False,Medium,129274.0,Private,False
171,Maruti,Baleno,2008,203327,Diesel,Manual,3rd,Fair,Yes,1,4,1479,375,20000.0,Delhi,BS3,True,Low,20000.0,Dealer,False
172,Toyota,Yaris,2010,84843,CNG,Automatic,3rd,Poor,No,1,5,1190,129,57391.0,Chennai,BS3,False,Medium,57391.0,Dealer,True
173,Mahindra,XUV500,2012,199615,Electric,Automatic,2nd,Good,Yes,0,4,2336,291,112622.0,Mumbai,BS6,True,Low,112622.0,Private,False
174,Honda,Amaze,2020,85796,Hybrid,Manual,1st,Fair,Yes,0,5,3656,243,347381.0,Mumbai,BS6,True,Medium,347381.0,Dealer,False
175,Tata,Tiago,2015,217145,CNG,Automatic,2nd,Good,Yes,0,4,3595,84,130169.0,Mumbai,BS3,True,High,130169.0,Private,True
176,Hyundai,Creta,2019,177,Electric,Manual,2nd,Fair,Yes,0,4,1182,395,330480.0,Bangalore,BS4,True,Low,330480.0,Private,True
177,Mahindra,XUV500,2012,112520,Petrol,Manual,1st,Excellent,Yes,0,5,1726,325,127283.0,Chennai,BS3,True,Low,127283.0,Private,True
