car_id,company,model,year,kms_driven,fuel_type,transmission,owner,car_condition,insurance_status,previous_accidents,num_doors,engine_size,power,Price,city,emission_norm,insurance_eligible,maintenance_level,predicted_price,listing_type,is_certified
1,Chevrolet,Chevrolet Sail UVA,2012,0,Diesel,Manual,1st,Good,Yes,2,4,1263,189,1471617,Bangalore,BS-II,No,Medium,274685.503,Dealer,Yes
1,Mahindra,Mahindra Xylo E8,2010,59031,Petrol,Automatic,1st,Fair,Yes,0,5,1896,60,642006,Hyderabad,BS-II,No,Low,304367.4835,Individual,No
1,Renault,Renault Duster 110,2011,29963,Petrol,Automatic,4th+,Poor,Yes,2,4,1747,78,30000,Kolkata,BS-III,No,Low,28289.81,Dealer,Yes
1,Honda,Honda City 1.5,2011,46264,Diesel,Manual,1st,Good,Yes,0,4,1620,45,30000,Delhi,BS-IV,Yes,Medium,1341178.644,Dealer,Yes
1,Hyundai,Hyundai Santro Xing,2016,14881,Diesel,Manual,2nd,Fair,Yes,1,4,864,45,30000,Delhi,BS-IV,No,Low,273473.8915,Individual,No
1,Mahindra,Mahindra Scorpio S10,2013,84163,Petrol,Manual,1st,Poor,No,3,4,800,45,996935,Kolkata,BS-III,No,Medium,28289.81,Individual,Yes
1,Maruti,Maruti Suzuki Dzire,2013,51541,Petrol,Automatic,3rd,Good,Yes,1,4,1512,210,798200,Hyderabad,BS-III,No,Low,197397.2042,Dealer,Yes
1,BMW,BMW 3 Series,2013,90372,Diesel,Manual,1st,Good,No,1,4,2304,137,1153191,Hyderabad,BS-II,Yes,Medium,360144.0491,Individual,Yes
1,Maruti,Maruti Suzuki Alto,2015,38311,Diesel,Manual,3rd,Good,No,0,5,1336,133,283457,Kolkata,BS-III,No,High,278914.5748,Individual,No
1,Mahindra,Mahindra Scorpio S4,2008,63466,Petrol,Automatic,2nd,Excellent,No,1,4,1839,45,559111,Kolkata,BS-III,No,Low,28289.81,Individual,Yes
1,Maruti,Maruti Suzuki Wagon,2011,41687,Diesel,Automatic,2nd,Poor,No,2,4,1895,126,30000,Bangalore,BS-III,No,High,118698.3432,Individual,Yes
1,Hyundai,Hyundai i20 Active,2011,68417,Diesel,Automatic,1st,Fair,Yes,0,5,1919,84,345145,Chennai,BS-II,No,Low,28289.81,Dealer,Yes
1,Toyota,Toyota Corolla Altis,2015,16598,Diesel,Manual,3rd,Poor,Yes,1,4,800,111,330821,Hyderabad,BS-II,No,High,1563364.761,Individual,No
1,Hyundai,Hyundai Eon,2015,110418,Diesel,Automatic,1st,Fair,Yes,1,4,1057,155,755060,Bangalore,BS-III,Yes,Medium,1328534.796,Dealer,Yes
1,Hyundai,Hyundai Eon,2014,0,Diesel,Manual,4th+,Poor,No,3,4,2535,189,579156,Chennai,BS-II,No,Medium,612403.3135,Dealer,Yes
1,Chevrolet,Chevrolet Beat LS,2019,85925,Diesel,Automatic,1st,Fair,No,2,4,1619,177,30000,Chennai,BS-II,No,Medium,1075235.589,Individual,No
1,Chevrolet,Chevrolet Beat Diesel,2006,68827,Petrol,Automatic,2nd,Excellent,No,0,5,921,45,473734,Pune,BS-II,Yes,Low,113250.9915,Dealer,Yes
1,Maruti,Maruti Suzuki Ciaz,2019,2748,Diesel,Automatic,3rd,Good,Yes,1,5,1471,124,191356,Pune,BS-II,No,High,28289.81,Dealer,Yes
1,Ford,Ford EcoSport Trend,2018,45003,Petrol,Automatic,3rd,Excellent,Yes,0,4,800,166,157109,Chennai,BS-II,No,Medium,28289.81,Dealer,Yes
1,Hyundai,Hyundai Grand i10,2009,70568,Diesel,Automatic,4th+,Excellent,Yes,0,4,2752,158,59703,Hyderabad,BS-III,Yes,Low,525951.6862,Individual,Yes
1,Renault,Renault Duster 85,2017,80691,Petrol,Automatic,1st,Fair,No,0,4,2284,54,45380,Pune,BS-II,Yes,Medium,28289.81,Dealer,Yes
1,Mahindra,Mahindra Bolero DI,2015,0,Petrol,Automatic,2nd,Good,Yes,2,4,800,93,1588660,Bangalore,BS-II,Yes,High,1098363.255,Dealer,Yes
1,Mahindra,Mahindra Jeep CL550,2008,62484,Petrol,Automatic,4th+,Poor,Yes,2,4,1116,87,561916,Delhi,BS-IV,No,Medium,45302.88134,Individual,No
1,Hyundai,Hyundai Getz Prime,2016,87657,Diesel,Manual,2nd,Good,Yes,0,4,2110,148,1117231,Bangalore,BS-IV,Yes,Medium,581792.2887,Individual,No
1,Renault,Renault Kwid RXT,2018,52150,Diesel,Automatic,2nd,Poor,Yes,1,4,2025,130,42678,Mumbai,BS-III,No,Low,360880.1466,Dealer,Yes
1,Mini,Mini Cooper S,2008,11351,Diesel,Manual,3rd,Good,Yes,1,4,2247,82,738604,Kolkata,BS-III,Yes,Low,134321.4709,Individual,Yes
1,BMW,BMW X1 xDrive20d,2015,25576,Petrol,Automatic,2nd,Fair,No,1,4,1903,122,30000,Mumbai,BS-III,Yes,Low,28289.81,Dealer,Yes
1,Mahindra,Mahindra Jeep CL550,2018,58825,Petrol,Automatic,4th+,Excellent,Yes,1,4,1064,137,30000,Mumbai,BS-II,No,High,28289.81,Dealer,Yes
1,Maruti,Maruti Suzuki Alto,2012,86000,Diesel,Automatic,4th+,Good,No,0,4,1739,130,30000,Mumbai,BS-III,No,Medium,28289.81,Individual,No
1,Maruti,Maruti Suzuki Ritz,2015,13299,Petrol,Manual,3rd,Good,Yes,2,4,2221,108,349830,Pune,BS-III,No,Low,28289.81,Dealer,Yes
1,Toyota,Toyota Etios Liva,2016,52288,Petrol,Automatic,3rd,Fair,Yes,1,4,2054,45,849753,Bangalore,BS-III,No,Medium,1252956.143,Dealer,Yes
1,Hyundai,Hyundai i10 Sportz,2013,54005,Diesel,Manual,2nd,Poor,No,2,4,1902,130,407382,Hyderabad,BS-III,No,High,28289.81,Individual,No
1,Mahindra,Mahindra Scorpio SLE,2015,24369,Petrol,Automatic,2nd,Fair,Yes,1,4,1133,146,1179254,Pune,BS-IV,No,High,61538.66317,Individual,No
1,Hyundai,Hyundai Elite i20,2016,104543,Diesel,Automatic,4th+,Good,No,0,4,1980,99,408122,Bangalore,BS-III,Yes,Low,627591.9109,Dealer,Yes
1,Maruti,Maruti Suzuki Wagon,2010,0,Diesel,Manual,1st,Excellent,Yes,3,4,1573,165,30000,Mumbai,BS-IV,Yes,Low,43332.48265,Individual,Yes
1,Honda,Honda Jazz S,2017,29572,Diesel,Manual,3rd,Fair,Yes,1,4,1834,127,752666,Chennai,BS-II,Yes,Low,47258.0474,Dealer,Yes
1,Mahindra,Mahindra Jeep CL550,2016,74293,Petrol,Manual,3rd,Poor,No,0,4,2409,150,171699,Hyderabad,BS-III,No,Medium,635895.3019,Dealer,Yes
1,Maruti,Maruti Suzuki Dzire,2008,37883,Petrol,Manual,2nd,Poor,Yes,0,4,800,115,812887,Hyderabad,BS-III,No,Low,291992.9222,Individual,No
1,Maruti,Maruti Suzuki Wagon,2010,36723,Diesel,Manual,4th+,Poor,No,0,5,1816,45,1699054,Pune,BS-IV,Yes,High,433010.2595,Dealer,Yes
1,Tata,Tata Vista Quadrajet,2008,89958,Petrol,Manual,4th+,Good,No,1,4,2024,128,386638,Bangalore,BS-III,No,Medium,776232.3967,Dealer,Yes
1,Ford,Ford Fiesta,2008,0,Petrol,Automatic,2nd,Poor,Yes,3,4,1083,149,47389,Delhi,BS-III,No,Medium,495505.8695,Dealer,Yes
1,Mahindra,Mahindra Scorpio VLX,2014,38291,Petrol,Manual,3rd,Good,No,1,5,1784,139,1038908,Bangalore,BS-IV,Yes,Medium,1065889.304,Dealer,Yes
1,Hyundai,Hyundai Grand i10,2011,22725,Diesel,Manual,1st,Good,Yes,0,4,1615,58,863475,Kolkata,BS-III,Yes,Medium,1224810.936,Dealer,Yes
1,Mahindra,Mahindra KUV100 K8,2010,41042,Diesel,Automatic,1st,Excellent,No,2,4,1382,45,675366,Pune,BS-III,No,Medium,540052.0269,Dealer,Yes
1,Maruti,Maruti Suzuki Zen,2007,19172,Diesel,Automatic,4th+,Fair,No,1,4,902,45,66969,Delhi,BS-IV,Yes,Low,1574185.703,Dealer,Yes
1,Chevrolet,Chevrolet Beat LS,2015,45462,Petrol,Automatic,4th+,Good,Yes,0,5,1924,53,277702,Mumbai,BS-II,Yes,Medium,28289.81,Dealer,Yes
1,Hyundai,Hyundai Eon Magna,2011,18518,Diesel,Automatic,4th+,Excellent,Yes,1,5,1893,59,161996,Delhi,BS-III,Yes,Medium,28289.81,Dealer,Yes
1,Hyundai,Hyundai Getz Prime,2016,93156,Diesel,Automatic,2nd,Excellent,No,1,4,1177,118,30000,Delhi,BS-IV,No,High,970756.0446,Dealer,Yes
1,BMW,BMW X1 sDrive20d,2014,85830,Petrol,Automatic,3rd,Poor,Yes,0,4,2390,124,603431,Hyderabad,BS-III,No,High,51943.11587,Individual,No
1,Hyundai,Hyundai Verna Transform,2010,0,Diesel,Automatic,3rd,Good,Yes,0,4,800,146,555534,Kolkata,BS-II,No,Medium,258595.0426,Dealer,Yes
1,Datsun,Datsun GO T,2011,70011,Diesel,Automatic,3rd,Good,Yes,1,4,1347,92,265508,Bangalore,BS-IV,No,Low,140739.9299,Individual,No
1,Mahindra,Mahindra Scorpio S10,2007,44100,Petrol,Automatic,1st,Fair,No,1,4,808,171,957097,Hyderabad,BS-IV,Yes,Medium,595497.4646,Dealer,Yes
1,Tata,Tata Manza Aqua,2010,58854,Petrol,Automatic,4th+,Fair,Yes,0,4,800,179,673152,Delhi,BS-II,Yes,Medium,173633.2681,Dealer,No
1,Maruti,Maruti Suzuki Eeco,2010,0,Diesel,Automatic,2nd,Excellent,Yes,0,4,800,135,218223,Mumbai,BS-II,Yes,Medium,566394.5082,Dealer,Yes
1,Maruti,Maruti Suzuki Wagon,2014,85714,Diesel,Automatic,2nd,Fair,Yes,0,4,1614,140,30000,Chennai,BS-IV,Yes,Medium,910547.9491,Dealer,Yes
1,Maruti,Maruti Suzuki Swift,2017,71205,Petrol,Automatic,4th+,Poor,No,2,4,1098,76,1047511,Delhi,BS-III,No,Low,998899.753,Dealer,Yes
1,Hyundai,Hyundai Creta,2016,86903,Petrol,Automatic,1st,Poor,No,2,4,1863,201,325012,Chennai,BS-II,No,Low,1004307.367,Dealer,Yes
1,Hyundai,Hyundai i20 Magna,2015,67368,Diesel,Manual,4th+,Poor,No,0,4,1967,162,218809,Chennai,BS-IV,Yes,Medium,349536.0044,Dealer,Yes
1,Toyota,Toyota Corolla Altis,2007,36494,Diesel,Automatic,2nd,Fair,No,1,4,1723,92,699287,Bangalore,BS-III,Yes,Medium,28289.81,Individual,Yes
1,Audi,Audi Q3 2.0,2009,26185,Petrol,Manual,1st,Fair,No,0,4,800,93,853912,Bangalore,BS-II,No,Low,758472.0116,Individual,No
1,Honda,Honda Amaze,2016,45997,Petrol,Automatic,2nd,Good,Yes,1,4,1505,138,604678,Chennai,BS-III,No,High,547243.3231,Individual,Yes
1,Ford,Ford EcoSport Ambiente,2015,126239,Petrol,Manual,4th+,Poor,No,2,4,2006,112,300598,Delhi,BS-II,No,Medium,607490.9382,Dealer,Yes
1,Audi,Audi A4 2.0,2012,72007,Petrol,Automatic,1st,Poor,Yes,0,4,2024,73,30000,Chennai,BS-III,No,Medium,28289.81,Individual,Yes
1,Tata,Tata Sumo Gold,2016,103459,Petrol,Manual,3rd,Good,No,2,4,1532,57,30000,Chennai,BS-III,No,Medium,82851.61923,Dealer,Yes
1,Maruti,Maruti Suzuki Stingray,2014,1751,Diesel,Automatic,4th+,Fair,No,2,4,1454,131,116904,Mumbai,BS-IV,No,High,28289.81,Individual,No
1,Tata,Tata Indigo eCS,2007,102124,Petrol,Manual,1st,Excellent,No,1,4,802,93,190725,Kolkata,BS-II,No,Medium,28289.81,Individual,Yes
1,Mahindra,Mahindra XUV500,2014,37218,Petrol,Manual,2nd,Fair,No,1,4,893,101,36362,Pune,BS-III,No,Low,28289.81,Individual,No
1,Tata,Tata Indica V2,2010,68570,Petrol,Automatic,4th+,Excellent,Yes,2,4,1153,92,113536,Hyderabad,BS-IV,No,Low,614268.9624,Dealer,Yes
1,Hyundai,Hyundai i20 Active,2009,98153,Petrol,Manual,3rd,Fair,No,2,4,1880,83,132682,Kolkata,BS-III,Yes,High,28289.81,Individual,Yes
1,Tata,Tata Bolt XM,2019,133831,Diesel,Manual,1st,Good,No,1,4,1274,123,696597,Chennai,BS-III,Yes,Medium,330114.5967,Dealer,Yes
1,Maruti,Maruti Suzuki Alto,2010,28002,Diesel,Manual,1st,Excellent,No,0,5,2121,52,857552,Pune,BS-IV,No,Medium,28289.81,Dealer,Yes
1,Hyundai,Hyundai Santro AE,2014,50511,Diesel,Manual,4th+,Excellent,No,2,4,800,178,731929,Kolkata,BS-III,Yes,High,56595.51647,Dealer,Yes
1,Hyundai,Hyundai Grand i10,2015,0,Diesel,Automatic,1st,Fair,No,0,4,2316,95,428399,Delhi,BS-III,Yes,Low,956111.963,Dealer,Yes
1,Maruti,Maruti Suzuki Swift,2009,67123,Diesel,Manual,3rd,Poor,No,2,4,2093,117,900359,Hyderabad,BS-III,No,Low,911970.0791,Dealer,Yes
1,Hyundai,Hyundai Elite i20,2013,26053,Diesel,Automatic,1st,Good,Yes,0,4,1617,89,30000,Pune,BS-III,No,Medium,1069684.339,Individual,Yes
1,Maruti,Maruti Suzuki Eeco,2019,9456,Diesel,Automatic,2nd,Poor,Yes,1,4,2278,98,914412,Mumbai,BS-III,No,Medium,432392.3422,Dealer,Yes
1,Hyundai,Hyundai Creta,2014,45034,Petrol,Automatic,1st,Poor,No,2,4,2351,89,30000,Kolkata,BS-II,No,Low,684395.318,Dealer,Yes
1,Maruti,Maruti Suzuki Alto,2013,43402,Diesel,Manual,4th+,Good,Yes,0,4,1326,46,373046,Bangalore,BS-III,No,Medium,509165.7595,Dealer,Yes
1,Mahindra,Mahindra Thar CRDe,2018,117501,Petrol,Automatic,2nd,Fair,Yes,1,4,2010,130,242932,Mumbai,BS-II,Yes,High,498550.3063,Dealer,Yes
1,Maruti,Maruti Suzuki Wagon,2013,79944,Diesel,Automatic,4th+,Fair,No,0,4,1254,111,184944,Hyderabad,BS-II,No,Low,28289.81,Individual,No
1,Mahindra,Mahindra TUV300 T4,2010,13996,Petrol,Manual,2nd,Fair,Yes,0,4,1502,45,388293,Pune,BS-II,No,Low,28289.81,Individual,No
1,Maruti,Maruti Suzuki Wagon,2012,34243,Diesel,Manual,1st,Fair,No,1,4,1848,45,280156,Chennai,BS-IV,Yes,Medium,685579.26,Dealer,Yes
1,Mahindra,Mahindra Scorpio S10,2014,11675,Petrol,Automatic,4th+,Fair,Yes,0,4,989,122,315894,Hyderabad,BS-III,No,Low,843043.936,Individual,No
1,Hyundai,Hyundai i20 Sportz,2013,50053,Diesel,Manual,4th+,Fair,Yes,0,5,1174,45,446196,Delhi,BS-III,No,Low,827892.5105,Individual,No
1,Audi,Audi Q3 2.0,2015,71733,Petrol,Manual,2nd,Poor,No,0,4,1251,145,1322638,Bangalore,BS-III,No,Low,1256509.37,Individual,No
1,Chevrolet,Chevrolet Beat Diesel,2016,55128,Petrol,Manual,2nd,Excellent,No,0,4,1786,85,1032235,Mumbai,BS-III,No,Medium,387744.4938,Individual,Yes
1,Renault,Renault Kwid RXT,2012,116043,Diesel,Manual,4th+,Fair,No,1,4,800,45,400334,Bangalore,BS-III,No,Medium,113073.319,Individual,No
1,Maruti,Maruti Suzuki Versa,2008,105920,Diesel,Manual,2nd,Fair,Yes,0,4,1543,64,884729,Delhi,BS-IV,Yes,Medium,1580179.97,Individual,No
1,Maruti,Maruti Suzuki Swift,2013,47614,Petrol,Automatic,2nd,Poor,No,0,4,2271,130,316852,Bangalore,BS-III,No,High,28289.81,Individual,No
1,Hyundai,Hyundai i20 Magna,2018,97082,Diesel,Automatic,3rd,Excellent,Yes,0,4,841,105,59230,Chennai,BS-III,No,High,988108.4973,Individual,Yes
1,Mahindra,Mahindra Scorpio S10,2015,24386,Petrol,Manual,2nd,Excellent,Yes,2,4,800,45,148483,Mumbai,BS-III,Yes,High,28289.81,Individual,Yes
1,Toyota,Toyota Innova 2.5,2009,77905,Petrol,Automatic,3rd,Poor,No,3,4,800,123,520208,Chennai,BS-III,No,Low,28289.81,Individual,No
1,Mahindra,Mahindra Scorpio S4,2019,109030,Petrol,Manual,3rd,Fair,No,0,4,2002,83,830541,Hyderabad,BS-III,Yes,Low,755321.4036,Individual,Yes
1,Honda,Honda Amaze 1.2,2019,0,Diesel,Automatic,1st,Good,No,0,4,2126,78,704695,Kolkata,BS-III,No,High,755673.1755,Individual,No
1,Maruti,Maruti Suzuki Ertiga,2018,70981,Petrol,Manual,1st,Good,No,1,4,905,176,804448,Chennai,BS-III,No,Low,38904.1602,Dealer,Yes
1,Chevrolet,Chevrolet Sail 1.2,2008,51553,Diesel,Manual,2nd,Good,No,0,4,1346,60,526301,Delhi,BS-II,Yes,Low,1623210.746,Dealer,Yes
1,Tata,Tata Indigo CS,2009,28356,Petrol,Manual,2nd,Poor,Yes,0,4,2499,45,589503,Bangalore,BS-III,No,Medium,28289.81,Dealer,Yes
1,Chevrolet,Chevrolet Beat LS,2017,24454,Diesel,Automatic,1st,Good,Yes,0,4,1920,212,30000,Delhi,BS-II,Yes,Medium,142813.9121,Dealer,No
1,Mahindra,Mahindra Scorpio S4,2005,54734,Petrol,Automatic,4th+,Fair,No,0,4,1433,64,30000,Mumbai,BS-III,No,Medium,28289.81,Dealer,Yes
1,Honda,Honda City,2009,89079,Petrol,Automatic,3rd,Good,No,1,4,2182,100,479547,Hyderabad,BS-IV,No,Medium,439582.9856,Individual,No
1,Mahindra,Mahindra XUV500 W6,2012,91598,Petrol,Automatic,2nd,Excellent,No,1,4,1201,82,186673,Mumbai,BS-III,No,Medium,51825.04862,Individual,Yes
1,Toyota,Toyota Corolla Altis,2017,0,Diesel,Automatic,3rd,Poor,No,2,4,2489,219,211024,Chennai,BS-III,No,Medium,1159200.179,Individual,No
1,Mahindra,Mahindra Jeep MM,2012,39704,Petrol,Manual,4th+,Poor,Yes,0,4,2235,51,816466,Chennai,BS-III,No,Low,331781.0028,Individual,No
1,Ford,Ford Figo Diesel,2013,51108,Petrol,Automatic,2nd,Poor,Yes,0,4,1957,110,485660,Pune,BS-IV,No,Low,544736.8694,Dealer,Yes
1,Hyundai,Hyundai Santro Xing,2010,70189,Diesel,Automatic,2nd,Fair,No,0,4,1385,150,752492,Bangalore,BS-III,No,Medium,585334.0767,Dealer,Yes
1,Maruti,Maruti Suzuki Zen,2010,47991,Diesel,Automatic,3rd,Fair,No,1,5,2926,62,85820,Chennai,BS-III,Yes,Low,925105.3306,Dealer,Yes
1,Maruti,Maruti Suzuki Ertiga,2010,0,Petrol,Automatic,1st,Good,No,0,4,2450,101,30000,Pune,BS-III,No,High,507088.3366,Dealer,Yes
1,Hyundai,Hyundai Santro Xing,2013,59112,Diesel,Automatic,1st,Good,Yes,1,4,2494,74,944705,Chennai,BS-IV,Yes,High,532880.8225,Individual,No
1,Honda,Honda Amaze,2019,74468,Diesel,Automatic,2nd,Good,No,1,5,1922,179,171368,Mumbai,BS-III,Yes,Low,686414.7863,Individual,No
1,Hyundai,Hyundai i20 Asta,2010,31508,Diesel,Automatic,3rd,Good,No,3,4,2996,168,30000,Chennai,BS-IV,No,Low,1663764.608,Dealer,Yes
1,Maruti,Maruti Suzuki Swift,2016,89022,Petrol,Manual,1st,Poor,Yes,2,4,2209,113,524562,Pune,BS-III,No,Medium,594056.0514,Individual,No
1,Hyundai,Hyundai Eon Magna,2016,52472,Diesel,Manual,1st,Fair,No,1,4,1826,54,748735,Delhi,BS-III,No,Medium,886682.9748,Dealer,Yes
1,Skoda,Skoda Fabia 1.2L,2007,104552,Petrol,Automatic,4th+,Fair,Yes,0,4,930,55,412258,Pune,BS-III,No,Medium,122907.4,Dealer,No
1,Maruti,Maruti Suzuki Dzire,2019,7042,Petrol,Automatic,3rd,Poor,Yes,0,4,1070,168,688849,Chennai,BS-III,No,Medium,637250.1289,Dealer,Yes
1,Ford,Ford EcoSport Titanium,2015,42774,Petrol,Automatic,1st,Poor,Yes,0,4,1928,45,30000,Pune,BS-III,No,Medium,28289.81,Dealer,Yes
1,Maruti,Maruti Suzuki Swift,2009,36490,Diesel,Manual,1st,Fair,No,0,4,1899,144,844911,Mumbai,BS-IV,Yes,Low,378233.283,Individual,Yes
1,Datsun,Datsun Redi GO,2008,25959,Diesel,Automatic,2nd,Good,Yes,2,4,1321,72,323640,Bangalore,BS-IV,Yes,Medium,1085847.691,Dealer,Yes
1,Maruti,Maruti Suzuki Dzire,2014,28635,Petrol,Automatic,2nd,Poor,Yes,1,4,1677,99,30000,Pune,BS-III,No,Low,1012484.248,Dealer,Yes
1,Maruti,Maruti Suzuki Swift,2015,0,Petrol,Automatic,2nd,Good,Yes,2,4,1025,56,222347,Chennai,BS-III,Yes,Medium,28289.81,Dealer,Yes
1,Chevrolet,Chevrolet Cruze LTZ,2002,12116,Petrol,Manual,3rd,Fair,No,1,4,800,75,1148478,Pune,BS-III,Yes,Low,28289.81,Individual,No
1,Tata,Tata Indica eV2,2011,0,Petrol,Manual,2nd,Excellent,No,0,4,1337,167,30000,Mumbai,BS-III,No,Low,28289.81,Dealer,Yes
1,Hyundai,Hyundai Verna Transform,2008,5687,Diesel,Automatic,4th+,Excellent,Yes,3,4,1635,78,335688,Bangalore,BS-IV,No,Medium,28289.81,Dealer,No
1,Maruti,Maruti Suzuki Swift,2012,4810,Petrol,Manual,2nd,Poor,Yes,0,4,2565,177,1309864,Pune,BS-III,No,Low,350673.3961,Dealer,Yes
1,Mahindra,Mahindra Quanto C8,2010,98644,Petrol,Automatic,4th+,Excellent,Yes,0,4,1653,46,368805,Hyderabad,BS-III,No,High,312621.9635,Individual,Yes
1,Chevrolet,Chevrolet Spark,2013,51323,Diesel,Automatic,3rd,Fair,No,0,4,1777,118,1257091,Mumbai,BS-II,Yes,Medium,572865.5351,Dealer,Yes
1,Honda,Honda Accord,2012,39920,Diesel,Automatic,2nd,Good,Yes,1,4,2160,68,420789,Pune,BS-IV,No,Low,528416.007,Individual,No
1,Mahindra,Mahindra Scorpio 2.6,2015,52289,Petrol,Manual,1st,Good,No,0,4,2619,167,409361,Delhi,BS-IV,No,Medium,400408.9213,Individual,No
1,Renault,Renault Scala RxL,2015,104478,Petrol,Automatic,3rd,Poor,Yes,1,4,1755,130,30000,Bangalore,BS-III,No,Low,389314.8925,Individual,No
1,Mahindra,Mahindra Scorpio W,2009,4399,Petrol,Automatic,2nd,Poor,No,0,4,1632,129,548932,Bangalore,BS-III,No,Low,1468911.823,Individual,No
1,Tata,Tata Sumo Gold,2014,47485,Petrol,Automatic,2nd,Fair,No,0,4,1351,77,593839,Hyderabad,BS-III,No,High,28289.81,Individual,No
1,Maruti,Maruti Suzuki Alto,2010,0,Diesel,Manual,3rd,Good,Yes,1,4,1312,133,30000,Pune,BS-III,No,Medium,381296.9976,Individual,No
1,Maruti,Maruti Suzuki Alto,2017,35356,Diesel,Manual,3rd,Excellent,Yes,1,4,1088,45,1014236,Kolkata,BS-III,No,Low,663741.201,Dealer,Yes
1,Maruti,Maruti Suzuki Alto,2013,36117,Diesel,Automatic,3rd,Poor,No,2,4,1287,84,428895,Hyderabad,BS-II,No,High,793075.3145,Dealer,Yes
1,Datsun,Datsun Redi GO,2017,65195,Diesel,Manual,1st,Poor,Yes,1,4,820,55,222255,Pune,BS-III,No,Low,1722701.879,Dealer,Yes
1,Maruti,Maruti Suzuki Swift,2012,16765,Petrol,Automatic,3rd,Excellent,Yes,2,4,1200,154,1190404,Bangalore,BS-III,Yes,Medium,28289.81,Dealer,Yes
1,Honda,Honda City,2009,28083,Diesel,Manual,1st,Fair,Yes,0,4,1815,177,380616,Pune,BS-III,No,Low,707250.2766,Dealer,Yes
1,Maruti,Maruti Suzuki Swift,2016,73665,Petrol,Automatic,3rd,Good,Yes,2,4,1803,132,746849,Pune,BS-III,Yes,High,121502.2995,Individual,Yes
1,Maruti,Maruti Suzuki Swift,2019,14500,Diesel,Automatic,1st,Fair,Yes,0,4,1185,70,839508,Delhi,BS-II,Yes,Medium,461430.9271,Individual,Yes
